date,ASSET_0,ASSET_1,ASSET_2,ASSET_3,ASSET_4,ASSET_5,ASSET_6,ASSET_7,ASSET_8,ASSET_9,ASSET_10,ASSET_11,ASSET_12,ASSET_13,ASSET_14,ASSET_15,ASSET_16,ASSET_17,ASSET_18,ASSET_19,ASSET_20,ASSET_21,ASSET_22,ASSET_23,ASSET_24,ASSET_25,ASSET_26,ASSET_27,ASSET_28,ASSET_29,ASSET_30,ASSET_31,ASSET_32,ASSET_33,ASSET_34,ASSET_35,ASSET_36,ASSET_37,ASSET_38,ASSET_39,ASSET_40,ASSET_41,ASSET_42,ASSET_43,ASSET_44,ASSET_45,ASSET_46,ASSET_47,ASSET_48,ASSET_49
2021-01-04,100.3195325549653,98.80723356197848,100.38678454237346,91.25078531083716,99.21419925705054,101.56046935388763,101.48173400821632,99.29756572856073,99.37180391532596,99.00643481820212,102.10307989252749,100.6811126752109,97.7404096530715,101.10233947849683,100.14963495696485,102.90984905003715,99.12011775898253,98.59092472378273,99.64045686502806,92.85405943423638,101.16553253662785,100.36220290818551,100.00209833300717,98.93629698149029,94.79081022890537,98.39134941655497,98.53617195187705,99.26256177614539,99.66219238196892,100.42212100417338,108.66851097790206,100.51806830038102,100.48675149886786,100.0202056010306,96.30449308102487,99.99657620079743,100.16046649805281,108.75357693918737,99.08268762292035,100.80575874708147,99.93042269854685,95.64374695657341,104.53951707760719,102.40149854598768,103.1512353212577,97.49192455263666,104.16198791210356,96.53636048295236,100.47006250374278,102.43093662508747
2021-01-05,95.45842345101815,96.5780656310606,100.81302388336594,89.11801787766856,94.2467332651576,101.75735406638115,100.35094343126248,100.0721857371499,98.6567451775137,102.26392147283462,100.18131741807107,100.16905525143254,101.19106007683865,98.36369806426345,100.54417300266729,106.99363282182061,97.1410931636312,99.2991630000729,99.90471286302268,96.42291616290662,96.20518431857789,98.35471752183075,100.34293931678155,100.10756584965299,95.64015858490278,99.70611035207878,95.78254976674575,99.51033535419437,100.32819448079506,99.56744581972538,117.98158122202567,102.06551599582092,97.96537657025355,100.70826424613206,94.51450345254506,101.6863706322631,104.65123751476166,105.63492868452016,103.46516103400354,101.92504339814734,100.85598346373534,102.70015848235315,103.40406284880356,100.07124411035623,99.43490161464564,95.29677549200728,103.88554344908776,97.36916950587461,100.71028067005943,103.35128438488643
2021-01-06,95.41624148604485,102.44175311599591,99.49596047321742,100.86849850877499,96.1240506330227,97.61830383318289,99.22405873262429,100.86623057309983,98.51382812020428,103.82129107074498,101.23360484054427,100.11430447862844,97.57024204537763,95.10238090483286,99.67690785675643,109.73400320140586,97.3965713603729,94.22515576925076,100.08644406460034,98.1705283900594,92.80091263795181,98.55151383213813,100.37991052315701,95.3128762752974,96.8858364244825,101.87446561009182,99.96354436119923,100.54568682503786,97.33642413859104,98.46867298435936,120.6432630404638,103.77676794780253,98.97319995838865,104.39432696326332,95.67167632136598,104.15110591709495,108.48607749422156,107.93747686139648,101.94533873458664,104.02895023498857,99.92854467167851,101.74320050979664,101.30756451262974,100.3645044703714,109.06293020076609,90.44158032272628,105.9573572453486,93.49944093126982,100.39184524094178,104.58216172622375
2021-01-07,95.61428418383004,98.07888093279978,96.10663211492125,103.99077484855187,93.79101018967224,98.48905931770963,99.23365557693002,99.9583816198161,100.32168890710493,105.22826078178949,96.47863784437483,100.53456460653769,94.82764746126492,96.87186874820893,98.1802364286302,109.28856512615664,98.0088368525806,97.63435868052713,98.9569015974501,96.4291927143488,91.00643384102092,97.55559981838556,101.54487590409491,96.88238609422177,92.37201541751571,105.52878360365752,108.78964276759702,101.57108032654254,94.13851943235473,97.88727475945448,127.54887349549738,101.25107849338835,99.84271444504051,105.22550916813276,93.98321786558115,104.07660716767076,95.6992018366743,104.1098446097019,100.7343243751207,100.5518368822457,101.80436772684112,96.35523688749794,99.43296860554179,100.81146685712625,115.4864403713257,86.87960998321758,109.5937887967115,93.52436735142763,99.69672924434077,105.09673935035033
2021-01-08,96.44830176554767,95.73460824855634,96.37729830746635,102.11084496028857,94.07227466735024,101.46869575583037,100.81517434623603,98.19484739952506,102.1534820069935,101.10952147085914,96.0742267489041,101.70032992062048,95.96093634459636,95.51908205091294,97.76794477410027,107.6073872115501,97.28356075492644,101.09883416096581,99.3117798306387,93.04256503219254,94.33665884515482,97.97716915431776,102.08510601723569,99.41705245835254,89.5052421765831,103.27567953607644,112.01211658499216,102.19353014005196,94.11212416480137,97.9794465365336,134.91410218986584,99.1750900377373,100.93740990864211,105.12446505788462,93.64433936285904,106.51837144809386,98.71644915196049,106.9742968094827,106.83715301639185,100.59371151011337,102.58081913481756,95.19309187840463,100.61061818800225,100.44349493716925,115.84028314080813,88.35483577753112,106.95107896066536,98.57910504293875,98.98842240197767,103.6743556970111
2021-01-11,101.9759910095161,98.86253318339125,99.23980418671819,105.02498540557734,93.96756993768138,97.15830875301717,100.85602639185926,97.27388400985771,103.02456600095513,100.84067339117165,94.17264851014492,101.18433753856988,97.65824729193004,94.30763745633705,96.24650416398484,108.33810650115727,97.57710328508207,98.93236665466141,98.87986180332898,94.00837811461034,88.95007794162704,95.89164207634586,101.60509161297888,98.44745713973766,90.51188809018682,109.29793873673346,115.84426353274702,102.06504357512853,94.08965776383307,96.82669457297757,134.73100262845227,98.14088786064119,101.56690384639838,104.42772078560947,94.69313016231713,109.99821051719726,98.23411612025782,108.37087972496388,110.18659638607858,99.48973620400841,102.8169372254761,95.19820754378652,100.88759110649077,98.09907351218935,115.8563132492828,89.61035535219445,111.56056659869083,100.98745126308388,100.61638243285785,102.777765329337
2021-01-12,106.31947752492333,99.60937113990228,110.11592818836611,101.14956538853997,91.35994724382738,94.3411756220651,98.65794617408903,96.57979742752742,102.41929025607067,101.19204803598323,94.86901045866962,104.79387098856479,101.70078005283962,93.08452670976621,94.61392527599645,109.8953634428353,95.97324552578785,106.7214812807288,100.0199610701993,91.72342142577867,82.97881722151283,97.83616196015282,101.52770840825652,103.65308598840026,85.22326150069294,106.80330449588679,115.76082220723049,102.13865839818304,93.17509810316182,97.47844503680689,128.43014172063917,97.598606478036,101.76905706565891,105.01017701632955,96.122813899067,107.52958092572882,92.53799395344518,113.14553078174801,111.80893666288571,97.47545760159169,104.64852075546823,95.57452048479502,105.62079720807374,98.34270987084264,125.78084629728623,94.14904935613698,110.70466794244034,103.48664605824374,101.13324753719925,104.32392783902588
2021-01-13,101.29482198722026,102.42508139724677,115.76131594746344,93.27129168558133,87.83352166593296,85.61777975070486,98.35095142371105,97.68863933021402,103.74530492230814,101.38481954341701,98.49703392188938,102.26541224427439,94.52818312546476,92.93865252684064,95.26504664759683,109.72105512432948,93.51723886015078,106.26885492731988,98.79245710348073,94.71815095635816,84.18503951521865,96.4303831114806,101.18566448321396,99.03849801218185,84.98379143118768,110.79310614878418,111.14775095354435,102.66013514844377,92.10600245008037,96.56228068184522,127.75323168666695,94.17527112848778,100.54599922624028,103.96286323819075,100.05196581003774,107.66308254076067,90.01584008320536,113.88455681284348,111.18675622346015,96.87816479947206,105.3639746241043,98.30559676027862,103.29340509334178,96.63719323620909,124.28885648100199,88.26863918140575,105.84766271651907,107.10735437148627,102.40955562813345,104.01612687333999
2021-01-14,104.08813361896378,103.73454655918577,134.01588779476918,98.11391212676997,87.40489350297946,81.75670186538582,96.71666935699857,98.05415072713822,103.13817441953002,98.48795543925173,96.95324407545282,100.34364588407327,101.59784307372995,94.72881439276715,95.22048354988684,114.6725930972433,93.6029018066741,102.4672939744986,100.26134838988843,97.17556971881048,80.70502830836769,96.12389608334104,100.6063649952506,93.34418810878144,87.94380557406845,119.22683928433106,104.95726856367189,103.24244173217036,90.8071901615308,95.98897218694671,124.37309098488494,91.39928527661735,100.59517446675437,103.27032185128952,100.66984401435278,107.60669535645715,89.12849066263706,110.28853130683191,108.25994187949996,98.86830052377522,105.9453727190704,94.70398546871185,103.58459931360503,98.95625668806959,116.1043002650691,89.63701206240374,103.76808644212115,108.65661919521081,101.86530361588706,101.94038787247008
2021-01-15,95.99735264894149,103.94750066289168,135.61705235378682,94.07925767268443,89.18357151330058,75.52446856965412,96.61591344383417,96.36279012746732,102.62351424904534,98.62120610978045,94.95652515825596,99.71941613807347,106.05700981556127,93.50026552425605,96.68837130009709,110.75614858524621,94.22057459505916,108.75327612685042,97.9289570816694,93.27826988132571,82.57655751296575,95.80004646069669,100.84971378770975,90.92087507650025,88.18854742845674,118.51001248781354,109.91350992394817,103.52209577923381,91.50404976056716,95.50101907976578,121.64651396346554,90.0075288261947,101.37433585406568,102.96589865602496,101.33070494334034,112.37363001980991,92.10038918324611,108.96504915401852,114.27621378507196,97.76508277928826,103.44520596219702,91.12923314733943,96.03382767161594,97.91969488614765,116.09186585824199,93.96867382055824,104.72722504794656,108.06046620439771,102.52849690758504,99.45830745673247
